pilot_order,review_order,passage_id,capture_index,relative_time_ms,rgb_filename,rgb_prev_3,rgb_prev_2,rgb_prev_1,rgb_next_1,rgb_next_2,rgb_next_3,original_label,candidate_reason,final_review,notes
104,929,0508,45,4724.0,508_4016_2025_01_25_11_00_54_224294_RGB_640_480_3.png,508_4013_2025_01_25_11_00_53_946012_RGB_640_480_3.png,508_4014_2025_01_25_11_00_54_042663_RGB_640_480_3.png,508_4015_2025_01_25_11_00_54_132615_RGB_640_480_3.png,508_4017_2025_01_25_11_00_54_335081_RGB_640_480_3.png,508_4018_2025_01_25_11_00_54_436722_RGB_640_480_3.png,508_4019_2025_01_25_11_00_54_544144_RGB_640_480_3.png,background,boundary,,
105,942,0511,41,3974.0,511_3182_2025_01_25_10_53_09_999878_RGB_640_480_3.png,511_3179_2025_01_25_10_53_09_697132_RGB_640_480_3.png,511_3180_2025_01_25_10_53_09_804810_RGB_640_480_3.png,511_3181_2025_01_25_10_53_09_904439_RGB_640_480_3.png,511_3183_2025_01_25_10_53_10_106873_RGB_640_480_3.png,511_3184_2025_01_25_10_53_10_212346_RGB_640_480_3.png,511_3185_2025_01_25_10_53_10_307681_RGB_640_480_3.png,background,boundary,,
106,953,0605az,64,6488.0,0605az_9611_2025_01_25_17_03_07_611694_RGB_640_480_3.png,0605az_9608_2025_01_25_17_03_07_290345_RGB_640_480_3.png,0605az_9609_2025_01_25_17_03_07_407186_RGB_640_480_3.png,0605az_9610_2025_01_25_17_03_07_507640_RGB_640_480_3.png,0605az_9612_2025_01_25_17_03_07_727755_RGB_640_480_3.png,0605az_9613_2025_01_25_17_03_07_835437_RGB_640_480_3.png,0605az_9614_2025_01_25_17_03_07_952280_RGB_640_480_3.png,background,high_pdi,,
107,960,0606az,137,13630.0,0606az_7259_2025_01_25_16_53_08_165528_RGB_640_480_3.png,0606az_7256_2025_01_25_16_53_07_851139_RGB_640_480_3.png,0606az_7257_2025_01_25_16_53_07_961051_RGB_640_480_3.png,0606az_7258_2025_01_25_16_53_08_069494_RGB_640_480_3.png,0606az_7260_2025_01_25_16_53_08_271336_RGB_640_480_3.png,0606az_7261_2025_01_25_16_53_08_366409_RGB_640_480_3.png,0606az_7262_2025_01_25_16_53_08_463021_RGB_640_480_3.png,background,high_pdi,,
108,964,0606az,153,15250.0,0606az_7275_2025_01_25_16_53_09_785411_RGB_640_480_3.png,0606az_7272_2025_01_25_16_53_09_481941_RGB_640_480_3.png,0606az_7273_2025_01_25_16_53_09_580134_RGB_640_480_3.png,0606az_7274_2025_01_25_16_53_09_685344_RGB_640_480_3.png,0606az_7276_2025_01_25_16_53_09_878996_RGB_640_480_3.png,0606az_7277_2025_01_25_16_53_09_984252_RGB_640_480_3.png,0606az_7278_2025_01_25_16_53_10_079100_RGB_640_480_3.png,background,boundary+high_pdi,,
109,972,0607az,52,5215.0,0607az_11492_2025_01_25_17_14_15_239177_RGB_640_480_3.png,0607az_11489_2025_01_25_17_14_14_939906_RGB_640_480_3.png,0607az_11490_2025_01_25_17_14_15_031914_RGB_640_480_3.png,0607az_11491_2025_01_25_17_14_15_138274_RGB_640_480_3.png,0607az_11493_2025_01_25_17_14_15_337367_RGB_640_480_3.png,0607az_11494_2025_01_25_17_14_15_432924_RGB_640_480_3.png,0607az_11495_2025_01_25_17_14_15_521496_RGB_640_480_3.png,background,boundary,,
110,973,0608az,44,4959.0,0608az_11411_2025_01_25_17_13_59_713947_RGB_640_480_3.png,0608az_11408_2025_01_25_17_13_59_412500_RGB_640_480_3.png,0608az_11409_2025_01_25_17_13_59_512669_RGB_640_480_3.png,0608az_11410_2025_01_25_17_13_59_614763_RGB_640_480_3.png,0608az_11412_2025_01_25_17_13_59_811600_RGB_640_480_3.png,0608az_11413_2025_01_25_17_13_59_914643_RGB_640_480_3.png,0608az_11414_2025_01_25_17_14_00_026173_RGB_640_480_3.png,background,high_pdi,,
111,992,0741,34,3276.0,741_17493_2025_01_26_09_31_20_359307_RGB_640_480_3.png,741_17490_2025_01_26_09_31_20_047801_RGB_640_480_3.png,741_17491_2025_01_26_09_31_20_149001_RGB_640_480_3.png,741_17492_2025_01_26_09_31_20_261029_RGB_640_480_3.png,741_17494_2025_01_26_09_31_20_447430_RGB_640_480_3.png,741_17495_2025_01_26_09_31_20_558839_RGB_640_480_3.png,741_17496_2025_01_26_09_31_20_647052_RGB_640_480_3.png,background,high_pdi,,
112,995,0741,37,3564.0,741_17496_2025_01_26_09_31_20_647052_RGB_640_480_3.png,741_17493_2025_01_26_09_31_20_359307_RGB_640_480_3.png,741_17494_2025_01_26_09_31_20_447430_RGB_640_480_3.png,741_17495_2025_01_26_09_31_20_558839_RGB_640_480_3.png,741_17497_2025_01_26_09_31_20_749967_RGB_640_480_3.png,741_17498_2025_01_26_09_31_20_853889_RGB_640_480_3.png,741_17499_2025_01_26_09_31_20_955432_RGB_640_480_3.png,background,boundary+high_pdi,,
113,996,0741,54,5242.0,741_17513_2025_01_26_09_31_22_324998_RGB_640_480_3.png,741_17510_2025_01_26_09_31_22_035343_RGB_640_480_3.png,741_17511_2025_01_26_09_31_22_126693_RGB_640_480_3.png,741_17512_2025_01_26_09_31_22_222151_RGB_640_480_3.png,741_17514_2025_01_26_09_31_22_426298_RGB_640_480_3.png,741_17515_2025_01_26_09_31_22_523095_RGB_640_480_3.png,741_17516_2025_01_26_09_31_22_617040_RGB_640_480_3.png,background,boundary+high_pdi,,
114,1003,0792,30,2846.0,792_17555_2025_01_26_09_31_33_868210_RGB_640_480_3.png,792_17552_2025_01_26_09_31_33_578967_RGB_640_480_3.png,792_17553_2025_01_26_09_31_33_677207_RGB_640_480_3.png,792_17554_2025_01_26_09_31_33_776360_RGB_640_480_3.png,792_17556_2025_01_26_09_31_33_999652_RGB_640_480_3.png,792_17557_2025_01_26_09_31_34_096369_RGB_640_480_3.png,792_17558_2025_01_26_09_31_34_197380_RGB_640_480_3.png,background,high_pdi,,
115,1006,0792,33,3179.0,792_17558_2025_01_26_09_31_34_197380_RGB_640_480_3.png,792_17555_2025_01_26_09_31_33_868210_RGB_640_480_3.png,792_17556_2025_01_26_09_31_33_999652_RGB_640_480_3.png,792_17557_2025_01_26_09_31_34_096369_RGB_640_480_3.png,792_17559_2025_01_26_09_31_34_300443_RGB_640_480_3.png,792_17560_2025_01_26_09_31_34_402751_RGB_640_480_3.png,792_17561_2025_01_26_09_31_34_496184_RGB_640_480_3.png,background,boundary+high_pdi,,
116,1007,0792,44,4283.0,792_17569_2025_01_26_09_31_35_304787_RGB_640_480_3.png,792_17566_2025_01_26_09_31_34_994519_RGB_640_480_3.png,792_17567_2025_01_26_09_31_35_087881_RGB_640_480_3.png,792_17568_2025_01_26_09_31_35_188745_RGB_640_480_3.png,792_17570_2025_01_26_09_31_35_399598_RGB_640_480_3.png,792_17571_2025_01_26_09_31_35_513966_RGB_640_480_3.png,792_17572_2025_01_26_09_31_35_620331_RGB_640_480_3.png,background,boundary+high_pdi,,
117,1023,0799,36,3479.0,799_1177_2025_01_25_10_42_14_055112_RGB_640_480_3.png,799_1174_2025_01_25_10_42_13_736080_RGB_640_480_3.png,799_1175_2025_01_25_10_42_13_835637_RGB_640_480_3.png,799_1176_2025_01_25_10_42_13_937640_RGB_640_480_3.png,799_1178_2025_01_25_10_42_14_151280_RGB_640_480_3.png,799_1179_2025_01_25_10_42_14_260632_RGB_640_480_3.png,799_1180_2025_01_25_10_42_14_357969_RGB_640_480_3.png,background,boundary,,
118,1027,0806ro,43,4202.0,0806ro_11140_2025_01_25_17_12_36_216027_RGB_640_480_3.png,0806ro_11137_2025_01_25_17_12_35_907410_RGB_640_480_3.png,0806ro_11138_2025_01_25_17_12_36_017215_RGB_640_480_3.png,0806ro_11139_2025_01_25_17_12_36_118207_RGB_640_480_3.png,0806ro_11141_2025_01_25_17_12_36_323182_RGB_640_480_3.png,0806ro_11142_2025_01_25_17_12_36_408574_RGB_640_480_3.png,0806ro_11143_2025_01_25_17_12_36_514273_RGB_640_480_3.png,background,high_pdi,,
119,1040,0903,51,5463.0,903_16547_2025_01_26_09_12_48_034824_RGB_640_480_3.png,903_16543_2025_01_26_09_12_47_634337_RGB_640_480_3.png,903_16545_2025_01_26_09_12_47_821685_RGB_640_480_3.png,903_16546_2025_01_26_09_12_47_936392_RGB_640_480_3.png,903_16548_2025_01_26_09_12_48_135126_RGB_640_480_3.png,903_16549_2025_01_26_09_12_48_228363_RGB_640_480_3.png,903_16550_2025_01_26_09_12_48_328561_RGB_640_480_3.png,background,boundary,,
120,1046,0909,61,6031.0,909_16182_2025_01_26_09_10_56_790054_RGB_640_480_3.png,909_16179_2025_01_26_09_10_56_483154_RGB_640_480_3.png,909_16180_2025_01_26_09_10_56_588962_RGB_640_480_3.png,909_16181_2025_01_26_09_10_56_693702_RGB_640_480_3.png,909_16183_2025_01_26_09_10_56_898461_RGB_640_480_3.png,909_16184_2025_01_26_09_10_56_991236_RGB_640_480_3.png,909_16185_2025_01_26_09_10_57_088214_RGB_640_480_3.png,background,high_pdi,,
121,1048,0909,68,6760.0,909_16189_2025_01_26_09_10_57_518799_RGB_640_480_3.png,909_16186_2025_01_26_09_10_57_197855_RGB_640_480_3.png,909_16187_2025_01_26_09_10_57_315134_RGB_640_480_3.png,909_16188_2025_01_26_09_10_57_421279_RGB_640_480_3.png,909_16190_2025_01_26_09_10_57_623548_RGB_640_480_3.png,909_16191_2025_01_26_09_10_57_726971_RGB_640_480_3.png,909_16192_2025_01_26_09_10_57_832371_RGB_640_480_3.png,background,boundary+high_pdi,,
122,1060,0937,26,2492.0,937_16269_2025_01_26_09_11_11_459442_RGB_640_480_3.png,937_16266_2025_01_26_09_11_11_142818_RGB_640_480_3.png,937_16267_2025_01_26_09_11_11_256239_RGB_640_480_3.png,937_16268_2025_01_26_09_11_11_353627_RGB_640_480_3.png,937_16270_2025_01_26_09_11_11_560898_RGB_640_480_3.png,937_16271_2025_01_26_09_11_11_658820_RGB_640_480_3.png,937_16272_2025_01_26_09_11_11_754919_RGB_640_480_3.png,background,boundary+high_pdi,,
123,1062,0937,37,3653.0,937_16280_2025_01_26_09_11_12_617278_RGB_640_480_3.png,937_16277_2025_01_26_09_11_12_282269_RGB_640_480_3.png,937_16278_2025_01_26_09_11_12_393604_RGB_640_480_3.png,937_16279_2025_01_26_09_11_12_508229_RGB_640_480_3.png,937_16281_2025_01_26_09_11_12_717052_RGB_640_480_3.png,937_16282_2025_01_26_09_11_12_816931_RGB_640_480_3.png,937_16283_2025_01_26_09_11_12_942535_RGB_640_480_3.png,background,boundary+high_pdi,,
124,1065,0937,42,4180.0,937_16285_2025_01_26_09_11_13_143853_RGB_640_480_3.png,937_16282_2025_01_26_09_11_12_816931_RGB_640_480_3.png,937_16283_2025_01_26_09_11_12_942535_RGB_640_480_3.png,937_16284_2025_01_26_09_11_13_041865_RGB_640_480_3.png,937_16286_2025_01_26_09_11_13_250901_RGB_640_480_3.png,,,background,high_pdi,,
125,1072,0955,39,3978.0,955_15204_2025_01_26_09_04_50_999995_RGB_640_480_3.png,955_15201_2025_01_26_09_04_50_706016_RGB_640_480_3.png,955_15202_2025_01_26_09_04_50_802248_RGB_640_480_3.png,955_15203_2025_01_26_09_04_50_898767_RGB_640_480_3.png,955_15205_2025_01_26_09_04_51_101524_RGB_640_480_3.png,955_15206_2025_01_26_09_04_51_194925_RGB_640_480_3.png,955_15207_2025_01_26_09_04_51_289216_RGB_640_480_3.png,background,boundary+high_pdi,,
126,1074,0955,41,4176.0,955_15206_2025_01_26_09_04_51_194925_RGB_640_480_3.png,955_15203_2025_01_26_09_04_50_898767_RGB_640_480_3.png,955_15204_2025_01_26_09_04_50_999995_RGB_640_480_3.png,955_15205_2025_01_26_09_04_51_101524_RGB_640_480_3.png,955_15207_2025_01_26_09_04_51_289216_RGB_640_480_3.png,955_15208_2025_01_26_09_04_51_389444_RGB_640_480_3.png,955_15209_2025_01_26_09_04_51_499750_RGB_640_480_3.png,background,boundary+high_pdi,,
127,1082,0955,55,5681.0,955_15221_2025_01_26_09_04_52_699298_RGB_640_480_3.png,955_15218_2025_01_26_09_04_52_401611_RGB_640_480_3.png,955_15219_2025_01_26_09_04_52_492963_RGB_640_480_3.png,955_15220_2025_01_26_09_04_52_597736_RGB_640_480_3.png,955_15222_2025_01_26_09_04_52_799215_RGB_640_480_3.png,955_15223_2025_01_26_09_04_52_902899_RGB_640_480_3.png,955_15224_2025_01_26_09_04_52_998226_RGB_640_480_3.png,background,high_pdi,,
128,1090,0963,39,3864.0,963_17416_2025_01_26_09_31_06_157505_RGB_640_480_3.png,963_17413_2025_01_26_09_31_05_847829_RGB_640_480_3.png,963_17414_2025_01_26_09_31_05_959437_RGB_640_480_3.png,963_17415_2025_01_26_09_31_06_058193_RGB_640_480_3.png,963_17417_2025_01_26_09_31_06_250798_RGB_640_480_3.png,963_17418_2025_01_26_09_31_06_355778_RGB_640_480_3.png,963_17419_2025_01_26_09_31_06_450403_RGB_640_480_3.png,background,boundary+high_pdi,,
129,1094,0963,76,7587.0,963_17453_2025_01_26_09_31_09_881713_RGB_640_480_3.png,963_17450_2025_01_26_09_31_09_543607_RGB_640_480_3.png,963_17451_2025_01_26_09_31_09_675253_RGB_640_480_3.png,963_17452_2025_01_26_09_31_09_773893_RGB_640_480_3.png,963_17454_2025_01_26_09_31_09_978516_RGB_640_480_3.png,963_17455_2025_01_26_09_31_10_078865_RGB_640_480_3.png,963_17456_2025_01_26_09_31_10_178016_RGB_640_480_3.png,background,boundary+high_pdi,,
130,1095,0963,77,7685.0,963_17454_2025_01_26_09_31_09_978516_RGB_640_480_3.png,963_17451_2025_01_26_09_31_09_675253_RGB_640_480_3.png,963_17452_2025_01_26_09_31_09_773893_RGB_640_480_3.png,963_17453_2025_01_26_09_31_09_881713_RGB_640_480_3.png,963_17455_2025_01_26_09_31_10_078865_RGB_640_480_3.png,963_17456_2025_01_26_09_31_10_178016_RGB_640_480_3.png,963_17457_2025_01_26_09_31_10_286304_RGB_640_480_3.png,background,high_pdi,,
131,1104,0971,50,4713.0,971_5564_2025_01_25_11_10_16_506165_RGB_640_480_3.png,971_5561_2025_01_25_11_10_16_217563_RGB_640_480_3.png,971_5562_2025_01_25_11_10_16_311050_RGB_640_480_3.png,971_5563_2025_01_25_11_10_16_406864_RGB_640_480_3.png,971_5565_2025_01_25_11_10_16_601392_RGB_640_480_3.png,971_5566_2025_01_25_11_10_16_701831_RGB_640_480_3.png,971_5567_2025_01_25_11_10_16_798908_RGB_640_480_3.png,background,boundary+high_pdi,,
132,1105,0971,51,4808.0,971_5565_2025_01_25_11_10_16_601392_RGB_640_480_3.png,971_5562_2025_01_25_11_10_16_311050_RGB_640_480_3.png,971_5563_2025_01_25_11_10_16_406864_RGB_640_480_3.png,971_5564_2025_01_25_11_10_16_506165_RGB_640_480_3.png,971_5566_2025_01_25_11_10_16_701831_RGB_640_480_3.png,971_5567_2025_01_25_11_10_16_798908_RGB_640_480_3.png,971_5568_2025_01_25_11_10_16_895213_RGB_640_480_3.png,background,boundary+high_pdi,,
133,1112,0972,102,10468.0,972_6278_2025_01_25_11_24_36_061843_RGB_640_480_3.png,972_6275_2025_01_25_11_24_35_747403_RGB_640_480_3.png,972_6276_2025_01_25_11_24_35_854898_RGB_640_480_3.png,972_6277_2025_01_25_11_24_35_954794_RGB_640_480_3.png,972_6279_2025_01_25_11_24_36_158718_RGB_640_480_3.png,972_6280_2025_01_25_11_24_36_288886_RGB_640_480_3.png,972_6281_2025_01_25_11_24_36_386262_RGB_640_480_3.png,background,boundary+high_pdi,,
134,1125,0977,36,3561.0,977_4392_2025_01_25_11_02_56_078591_RGB_640_480_3.png,977_4389_2025_01_25_11_02_55_777701_RGB_640_480_3.png,977_4390_2025_01_25_11_02_55_882875_RGB_640_480_3.png,977_4391_2025_01_25_11_02_55_988818_RGB_640_480_3.png,977_4393_2025_01_25_11_02_56_176965_RGB_640_480_3.png,977_4394_2025_01_25_11_02_56_268848_RGB_640_480_3.png,977_4395_2025_01_25_11_02_56_377262_RGB_640_480_3.png,background,boundary,,
135,1127,0978,18,1729.0,978_3068_2025_01_25_10_51_52_221656_RGB_640_480_3.png,978_3065_2025_01_25_10_51_51_909807_RGB_640_480_3.png,978_3066_2025_01_25_10_51_52_009319_RGB_640_480_3.png,978_3067_2025_01_25_10_51_52_109889_RGB_640_480_3.png,978_3069_2025_01_25_10_51_52_317133_RGB_640_480_3.png,978_3070_2025_01_25_10_51_52_419602_RGB_640_480_3.png,978_3071_2025_01_25_10_51_52_513047_RGB_640_480_3.png,background,boundary,,
136,1141,0983,33,3121.0,983_938_2025_01_25_10_40_50_562769_RGB_640_480_3.png,983_935_2025_01_25_10_40_50_264471_RGB_640_480_3.png,983_936_2025_01_25_10_40_50_358520_RGB_640_480_3.png,983_937_2025_01_25_10_40_50_458341_RGB_640_480_3.png,983_939_2025_01_25_10_40_50_664046_RGB_640_480_3.png,983_940_2025_01_25_10_40_50_759368_RGB_640_480_3.png,983_941_2025_01_25_10_40_50_874179_RGB_640_480_3.png,background,boundary,,
137,1147,0984,51,5175.0,984_5919_2025_01_25_11_13_26_820601_RGB_640_480_3.png,984_5916_2025_01_25_11_13_26_505868_RGB_640_480_3.png,984_5917_2025_01_25_11_13_26_624961_RGB_640_480_3.png,984_5918_2025_01_25_11_13_26_720462_RGB_640_480_3.png,984_5920_2025_01_25_11_13_26_930253_RGB_640_480_3.png,984_5921_2025_01_25_11_13_27_027775_RGB_640_480_3.png,984_5922_2025_01_25_11_13_27_129396_RGB_640_480_3.png,background,boundary,,
138,1160,0986,35,3494.0,986_3614_2025_01_25_10_58_10_710829_RGB_640_480_3.png,986_3611_2025_01_25_10_58_10_360289_RGB_640_480_3.png,986_3612_2025_01_25_10_58_10_478806_RGB_640_480_3.png,986_3613_2025_01_25_10_58_10_590414_RGB_640_480_3.png,986_3615_2025_01_25_10_58_10_814642_RGB_640_480_3.png,986_3616_2025_01_25_10_58_10_914062_RGB_640_480_3.png,986_3617_2025_01_25_10_58_11_010887_RGB_640_480_3.png,background,boundary,,
139,1169,0988,83,8025.0,988_5487_2025_01_25_11_10_00_135167_RGB_640_480_3.png,988_5484_2025_01_25_11_09_59_822675_RGB_640_480_3.png,988_5485_2025_01_25_11_09_59_921976_RGB_640_480_3.png,988_5486_2025_01_25_11_10_00_033090_RGB_640_480_3.png,988_5488_2025_01_25_11_10_00_231382_RGB_640_480_3.png,988_5489_2025_01_25_11_10_00_332361_RGB_640_480_3.png,988_5490_2025_01_25_11_10_00_431317_RGB_640_480_3.png,background,boundary,,
140,1178,0990,74,7227.0,990_6012_2025_01_25_11_17_46_951945_RGB_640_480_3.png,990_6009_2025_01_25_11_17_46_633562_RGB_640_480_3.png,990_6010_2025_01_25_11_17_46_744334_RGB_640_480_3.png,990_6011_2025_01_25_11_17_46_852523_RGB_640_480_3.png,990_6013_2025_01_25_11_17_47_049678_RGB_640_480_3.png,990_6014_2025_01_25_11_17_47_161573_RGB_640_480_3.png,990_6015_2025_01_25_11_17_47_263088_RGB_640_480_3.png,background,boundary,,
141,1181,0992,31,3075.0,992_3392_2025_01_25_10_54_11_604363_RGB_640_480_3.png,992_3389_2025_01_25_10_54_11_269731_RGB_640_480_3.png,992_3390_2025_01_25_10_54_11_376507_RGB_640_480_3.png,992_3391_2025_01_25_10_54_11_488840_RGB_640_480_3.png,992_3393_2025_01_25_10_54_11_697906_RGB_640_480_3.png,992_3394_2025_01_25_10_54_11_795125_RGB_640_480_3.png,992_3395_2025_01_25_10_54_11_883628_RGB_640_480_3.png,background,high_pdi,,
142,1197,0994,54,5370.0,994_2613_2025_01_25_10_49_30_199329_RGB_640_480_3.png,994_2610_2025_01_25_10_49_29_892507_RGB_640_480_3.png,994_2611_2025_01_25_10_49_29_987205_RGB_640_480_3.png,994_2612_2025_01_25_10_49_30_084406_RGB_640_480_3.png,994_2614_2025_01_25_10_49_30_307685_RGB_640_480_3.png,994_2615_2025_01_25_10_49_30_421278_RGB_640_480_3.png,994_2616_2025_01_25_10_49_30_513597_RGB_640_480_3.png,background,boundary+high_pdi,,
143,1203,0995,31,2939.0,995_3349_2025_01_25_10_54_02_976269_RGB_640_480_3.png,995_3346_2025_01_25_10_54_02_673376_RGB_640_480_3.png,995_3347_2025_01_25_10_54_02_784757_RGB_640_480_3.png,995_3348_2025_01_25_10_54_02_883857_RGB_640_480_3.png,995_3350_2025_01_25_10_54_03_083701_RGB_640_480_3.png,995_3351_2025_01_25_10_54_03_189099_RGB_640_480_3.png,995_3352_2025_01_25_10_54_03_287931_RGB_640_480_3.png,background,boundary,,
144,1229,1000,48,4543.0,1000_490_2025_01_25_10_31_03_186127_RGB_640_480_3.png,1000_487_2025_01_25_10_31_02_881526_RGB_640_480_3.png,1000_488_2025_01_25_10_31_02_985303_RGB_640_480_3.png,1000_489_2025_01_25_10_31_03_085422_RGB_640_480_3.png,1000_491_2025_01_25_10_31_03_287442_RGB_640_480_3.png,1000_492_2025_01_25_10_31_03_384975_RGB_640_480_3.png,1000_493_2025_01_25_10_31_03_486053_RGB_640_480_3.png,background,boundary,,
145,1249,10mf,44,4316.0,10mf_14774_2025_01_25_17_49_14_239045_RGB_640_480_3.png,10mf_14771_2025_01_25_17_49_13_921299_RGB_640_480_3.png,10mf_14772_2025_01_25_17_49_14_025369_RGB_640_480_3.png,10mf_14773_2025_01_25_17_49_14_127503_RGB_640_480_3.png,10mf_14775_2025_01_25_17_49_14_335714_RGB_640_480_3.png,10mf_14776_2025_01_25_17_49_14_423630_RGB_640_480_3.png,10mf_14777_2025_01_25_17_49_14_530328_RGB_640_480_3.png,background,boundary,,
146,1265,608azf,77,7616.0,608azf_13581_2025_01_25_17_33_15_390194_RGB_640_480_3.png,608azf_13578_2025_01_25_17_33_15_099332_RGB_640_480_3.png,608azf_13579_2025_01_25_17_33_15_209717_RGB_640_480_3.png,608azf_13580_2025_01_25_17_33_15_305722_RGB_640_480_3.png,608azf_13582_2025_01_25_17_33_15_495365_RGB_640_480_3.png,608azf_13583_2025_01_25_17_33_15_621379_RGB_640_480_3.png,608azf_13584_2025_01_25_17_33_15_732658_RGB_640_480_3.png,background,boundary+high_pdi,,
147,1266,66vdf,35,3462.0,66vdf_13623_2025_01_25_17_33_57_848828_RGB_640_480_3.png,66vdf_13620_2025_01_25_17_33_57_510128_RGB_640_480_3.png,66vdf_13621_2025_01_25_17_33_57_614647_RGB_640_480_3.png,66vdf_13622_2025_01_25_17_33_57_712503_RGB_640_480_3.png,66vdf_13624_2025_01_25_17_33_57_948380_RGB_640_480_3.png,66vdf_13625_2025_01_25_17_33_58_047209_RGB_640_480_3.png,66vdf_13626_2025_01_25_17_33_58_160493_RGB_640_480_3.png,background,high_pdi,,
148,1277,67vdf,84,8218.0,67vdf_13449_2025_01_25_17_30_54_351793_RGB_640_480_3.png,67vdf_13446_2025_01_25_17_30_54_051753_RGB_640_480_3.png,67vdf_13447_2025_01_25_17_30_54_147741_RGB_640_480_3.png,67vdf_13448_2025_01_25_17_30_54_252290_RGB_640_480_3.png,67vdf_13450_2025_01_25_17_30_54_453393_RGB_640_480_3.png,67vdf_13451_2025_01_25_17_30_54_562137_RGB_640_480_3.png,,background,boundary,,
149,1285,71azf,39,3838.0,71azf_13257_2025_01_25_17_26_41_066777_RGB_640_480_3.png,71azf_13254_2025_01_25_17_26_40_768530_RGB_640_480_3.png,71azf_13255_2025_01_25_17_26_40_863513_RGB_640_480_3.png,71azf_13256_2025_01_25_17_26_40_954075_RGB_640_480_3.png,71azf_13258_2025_01_25_17_26_41_153578_RGB_640_480_3.png,,,background,high_pdi,,
150,1286,802rof,25,2520.0,802rof_13478_2025_01_25_17_32_24_965908_RGB_640_480_3.png,802rof_13475_2025_01_25_17_32_24_683788_RGB_640_480_3.png,802rof_13476_2025_01_25_17_32_24_779085_RGB_640_480_3.png,802rof_13477_2025_01_25_17_32_24_872262_RGB_640_480_3.png,802rof_13479_2025_01_25_17_32_25_062610_RGB_640_480_3.png,802rof_13480_2025_01_25_17_32_25_169727_RGB_640_480_3.png,802rof_13481_2025_01_25_17_32_25_273919_RGB_640_480_3.png,background,high_pdi,,
