review_order,passage_id,capture_index,relative_time_ms,rgb_filename,rgb_prev_3,rgb_prev_2,rgb_prev_1,rgb_next_1,rgb_next_2,rgb_next_3,original_label,candidate_reason,final_review,notes
773,0219,42,4185.0,0219_2503_2025_01_25_10_49_04_987693_RGB_640_480_3.png,0219_2500_2025_01_25_10_49_04_675585_RGB_640_480_3.png,0219_2501_2025_01_25_10_49_04_780039_RGB_640_480_3.png,0219_2502_2025_01_25_10_49_04_878877_RGB_640_480_3.png,0219_2504_2025_01_25_10_49_05_081716_RGB_640_480_3.png,0219_2505_2025_01_25_10_49_05_176655_RGB_640_480_3.png,0219_2506_2025_01_25_10_49_05_278770_RGB_640_480_3.png,background,boundary,,
774,0219,43,4278.0,0219_2504_2025_01_25_10_49_05_081716_RGB_640_480_3.png,0219_2501_2025_01_25_10_49_04_780039_RGB_640_480_3.png,0219_2502_2025_01_25_10_49_04_878877_RGB_640_480_3.png,0219_2503_2025_01_25_10_49_04_987693_RGB_640_480_3.png,0219_2505_2025_01_25_10_49_05_176655_RGB_640_480_3.png,0219_2506_2025_01_25_10_49_05_278770_RGB_640_480_3.png,0219_2507_2025_01_25_10_49_05_385156_RGB_640_480_3.png,background,boundary,,
775,0247,48,4833.0,0247_16070_2025_01_26_09_10_28_296179_RGB_640_480_3.png,0247_16067_2025_01_26_09_10_27_972839_RGB_640_480_3.png,0247_16068_2025_01_26_09_10_28_076280_RGB_640_480_3.png,0247_16069_2025_01_26_09_10_28_184579_RGB_640_480_3.png,0247_16071_2025_01_26_09_10_28_404691_RGB_640_480_3.png,0247_16072_2025_01_26_09_10_28_509136_RGB_640_480_3.png,0247_16073_2025_01_26_09_10_28_601501_RGB_640_480_3.png,background,boundary,,
776,0247,49,4941.0,0247_16071_2025_01_26_09_10_28_404691_RGB_640_480_3.png,0247_16068_2025_01_26_09_10_28_076280_RGB_640_480_3.png,0247_16069_2025_01_26_09_10_28_184579_RGB_640_480_3.png,0247_16070_2025_01_26_09_10_28_296179_RGB_640_480_3.png,0247_16072_2025_01_26_09_10_28_509136_RGB_640_480_3.png,0247_16073_2025_01_26_09_10_28_601501_RGB_640_480_3.png,0247_16074_2025_01_26_09_10_28_707472_RGB_640_480_3.png,background,boundary,,
777,0247,50,5046.0,0247_16072_2025_01_26_09_10_28_509136_RGB_640_480_3.png,0247_16069_2025_01_26_09_10_28_184579_RGB_640_480_3.png,0247_16070_2025_01_26_09_10_28_296179_RGB_640_480_3.png,0247_16071_2025_01_26_09_10_28_404691_RGB_640_480_3.png,0247_16073_2025_01_26_09_10_28_601501_RGB_640_480_3.png,0247_16074_2025_01_26_09_10_28_707472_RGB_640_480_3.png,0247_16075_2025_01_26_09_10_28_804370_RGB_640_480_3.png,background,boundary,,
778,0247,97,9840.0,0247_16119_2025_01_26_09_10_33_307100_RGB_640_480_3.png,0247_16116_2025_01_26_09_10_33_001451_RGB_640_480_3.png,0247_16117_2025_01_26_09_10_33_101384_RGB_640_480_3.png,0247_16118_2025_01_26_09_10_33_201635_RGB_640_480_3.png,0247_16120_2025_01_26_09_10_33_404997_RGB_640_480_3.png,0247_16121_2025_01_26_09_10_33_502856_RGB_640_480_3.png,,background,boundary,,
779,0247,98,9941.0,0247_16120_2025_01_26_09_10_33_404997_RGB_640_480_3.png,0247_16117_2025_01_26_09_10_33_101384_RGB_640_480_3.png,0247_16118_2025_01_26_09_10_33_201635_RGB_640_480_3.png,0247_16119_2025_01_26_09_10_33_307100_RGB_640_480_3.png,0247_16121_2025_01_26_09_10_33_502856_RGB_640_480_3.png,,,background,boundary,,
780,0247,99,10039.0,0247_16121_2025_01_26_09_10_33_502856_RGB_640_480_3.png,0247_16118_2025_01_26_09_10_33_201635_RGB_640_480_3.png,0247_16119_2025_01_26_09_10_33_307100_RGB_640_480_3.png,0247_16120_2025_01_26_09_10_33_404997_RGB_640_480_3.png,,,,background,boundary,,
781,0253,42,4218.0,0253_2367_2025_01_25_10_48_06_558929_RGB_640_480_3.png,0253_2364_2025_01_25_10_48_06_273433_RGB_640_480_3.png,0253_2365_2025_01_25_10_48_06_369374_RGB_640_480_3.png,0253_2366_2025_01_25_10_48_06_464035_RGB_640_480_3.png,0253_2368_2025_01_25_10_48_06_651125_RGB_640_480_3.png,0253_2369_2025_01_25_10_48_06_750449_RGB_640_480_3.png,0253_2371_2025_01_25_10_48_06_960074_RGB_640_480_3.png,background,boundary,,
782,0253,43,4310.0,0253_2368_2025_01_25_10_48_06_651125_RGB_640_480_3.png,0253_2365_2025_01_25_10_48_06_369374_RGB_640_480_3.png,0253_2366_2025_01_25_10_48_06_464035_RGB_640_480_3.png,0253_2367_2025_01_25_10_48_06_558929_RGB_640_480_3.png,0253_2369_2025_01_25_10_48_06_750449_RGB_640_480_3.png,0253_2371_2025_01_25_10_48_06_960074_RGB_640_480_3.png,0253_2372_2025_01_25_10_48_07_055873_RGB_640_480_3.png,background,boundary,,
783,0253,44,4409.0,0253_2369_2025_01_25_10_48_06_750449_RGB_640_480_3.png,0253_2366_2025_01_25_10_48_06_464035_RGB_640_480_3.png,0253_2367_2025_01_25_10_48_06_558929_RGB_640_480_3.png,0253_2368_2025_01_25_10_48_06_651125_RGB_640_480_3.png,0253_2371_2025_01_25_10_48_06_960074_RGB_640_480_3.png,0253_2372_2025_01_25_10_48_07_055873_RGB_640_480_3.png,0253_2373_2025_01_25_10_48_07_155514_RGB_640_480_3.png,background,boundary,,
784,0253,65,6711.0,0253_2392_2025_01_25_10_48_09_052352_RGB_640_480_3.png,0253_2389_2025_01_25_10_48_08_757462_RGB_640_480_3.png,0253_2390_2025_01_25_10_48_08_856857_RGB_640_480_3.png,0253_2391_2025_01_25_10_48_08_950413_RGB_640_480_3.png,0253_2393_2025_01_25_10_48_09_155332_RGB_640_480_3.png,0253_2394_2025_01_25_10_48_09_256689_RGB_640_480_3.png,0253_2396_2025_01_25_10_48_09_459618_RGB_640_480_3.png,background,boundary,,
785,0253,66,6814.0,0253_2393_2025_01_25_10_48_09_155332_RGB_640_480_3.png,0253_2390_2025_01_25_10_48_08_856857_RGB_640_480_3.png,0253_2391_2025_01_25_10_48_08_950413_RGB_640_480_3.png,0253_2392_2025_01_25_10_48_09_052352_RGB_640_480_3.png,0253_2394_2025_01_25_10_48_09_256689_RGB_640_480_3.png,0253_2396_2025_01_25_10_48_09_459618_RGB_640_480_3.png,0253_2398_2025_01_25_10_48_09_654263_RGB_640_480_3.png,background,boundary,,
786,0253,67,6915.0,0253_2394_2025_01_25_10_48_09_256689_RGB_640_480_3.png,0253_2391_2025_01_25_10_48_08_950413_RGB_640_480_3.png,0253_2392_2025_01_25_10_48_09_052352_RGB_640_480_3.png,0253_2393_2025_01_25_10_48_09_155332_RGB_640_480_3.png,0253_2396_2025_01_25_10_48_09_459618_RGB_640_480_3.png,0253_2398_2025_01_25_10_48_09_654263_RGB_640_480_3.png,0253_2399_2025_01_25_10_48_09_748745_RGB_640_480_3.png,background,boundary,,
787,0262,75,7268.0,0262_15062_2025_01_26_09_04_24_692526_RGB_640_480_3.png,0262_15059_2025_01_26_09_04_24_393668_RGB_640_480_3.png,0262_15060_2025_01_26_09_04_24_490812_RGB_640_480_3.png,0262_15061_2025_01_26_09_04_24_590098_RGB_640_480_3.png,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,background,high_pdi,,
788,0262,76,7372.0,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15060_2025_01_26_09_04_24_490812_RGB_640_480_3.png,0262_15061_2025_01_26_09_04_24_590098_RGB_640_480_3.png,0262_15062_2025_01_26_09_04_24_692526_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,background,high_pdi,,
789,0262,77,7471.0,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15061_2025_01_26_09_04_24_590098_RGB_640_480_3.png,0262_15062_2025_01_26_09_04_24_692526_RGB_640_480_3.png,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,background,high_pdi,,
790,0262,78,7576.0,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15062_2025_01_26_09_04_24_692526_RGB_640_480_3.png,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,background,high_pdi,,
791,0262,79,7673.0,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,background,high_pdi,,
792,0262,80,7781.0,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,background,high_pdi,,
793,0262,81,7872.0,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,0262_15071_2025_01_26_09_04_25_598798_RGB_640_480_3.png,background,high_pdi,,
794,0262,82,7978.0,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,0262_15071_2025_01_26_09_04_25_598798_RGB_640_480_3.png,0262_15072_2025_01_26_09_04_25_690879_RGB_640_480_3.png,background,boundary+high_pdi,,
795,0262,83,8080.0,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15071_2025_01_26_09_04_25_598798_RGB_640_480_3.png,0262_15072_2025_01_26_09_04_25_690879_RGB_640_480_3.png,0262_15073_2025_01_26_09_04_25_794085_RGB_640_480_3.png,background,boundary+high_pdi,,
796,0262,84,8173.0,0262_15071_2025_01_26_09_04_25_598798_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,0262_15072_2025_01_26_09_04_25_690879_RGB_640_480_3.png,0262_15073_2025_01_26_09_04_25_794085_RGB_640_480_3.png,0262_15074_2025_01_26_09_04_25_919103_RGB_640_480_3.png,background,boundary+high_pdi,,
797,0262,164,16154.0,0262_15151_2025_01_26_09_04_33_578812_RGB_640_480_3.png,0262_15148_2025_01_26_09_04_33_277667_RGB_640_480_3.png,0262_15149_2025_01_26_09_04_33_384795_RGB_640_480_3.png,0262_15150_2025_01_26_09_04_33_487000_RGB_640_480_3.png,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,background,boundary+high_pdi,,
798,0262,165,16257.0,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15149_2025_01_26_09_04_33_384795_RGB_640_480_3.png,0262_15150_2025_01_26_09_04_33_487000_RGB_640_480_3.png,0262_15151_2025_01_26_09_04_33_578812_RGB_640_480_3.png,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,background,boundary+high_pdi,,
799,0262,166,16351.0,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15150_2025_01_26_09_04_33_487000_RGB_640_480_3.png,0262_15151_2025_01_26_09_04_33_578812_RGB_640_480_3.png,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,background,boundary+high_pdi,,
800,0262,167,16442.0,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15151_2025_01_26_09_04_33_578812_RGB_640_480_3.png,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,0262_15157_2025_01_26_09_04_34_159422_RGB_640_480_3.png,background,high_pdi,,
801,0262,168,16544.0,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,0262_15157_2025_01_26_09_04_34_159422_RGB_640_480_3.png,0262_15158_2025_01_26_09_04_34_251543_RGB_640_480_3.png,background,high_pdi,,
802,0262,169,16637.0,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15157_2025_01_26_09_04_34_159422_RGB_640_480_3.png,0262_15158_2025_01_26_09_04_34_251543_RGB_640_480_3.png,0262_15159_2025_01_26_09_04_34_342655_RGB_640_480_3.png,background,high_pdi,,
803,0262,170,16734.0,0262_15157_2025_01_26_09_04_34_159422_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,0262_15158_2025_01_26_09_04_34_251543_RGB_640_480_3.png,0262_15159_2025_01_26_09_04_34_342655_RGB_640_480_3.png,0262_15160_2025_01_26_09_04_34_440746_RGB_640_480_3.png,background,high_pdi,,
804,0263,17,1547.0,263_4764_2025_01_25_11_06_12_281181_RGB_640_480_3.png,263_4761_2025_01_25_11_06_11_988754_RGB_640_480_3.png,263_4762_2025_01_25_11_06_12_089715_RGB_640_480_3.png,263_4763_2025_01_25_11_06_12_190296_RGB_640_480_3.png,263_4765_2025_01_25_11_06_12_382013_RGB_640_480_3.png,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,background,high_pdi,,
805,0263,18,1648.0,263_4765_2025_01_25_11_06_12_382013_RGB_640_480_3.png,263_4762_2025_01_25_11_06_12_089715_RGB_640_480_3.png,263_4763_2025_01_25_11_06_12_190296_RGB_640_480_3.png,263_4764_2025_01_25_11_06_12_281181_RGB_640_480_3.png,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,background,high_pdi,,
806,0263,19,1736.0,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4763_2025_01_25_11_06_12_190296_RGB_640_480_3.png,263_4764_2025_01_25_11_06_12_281181_RGB_640_480_3.png,263_4765_2025_01_25_11_06_12_382013_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,background,high_pdi,,
807,0263,21,1951.0,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4765_2025_01_25_11_06_12_382013_RGB_640_480_3.png,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,263_4770_2025_01_25_11_06_12_866838_RGB_640_480_3.png,263_4771_2025_01_25_11_06_12_963249_RGB_640_480_3.png,background,high_pdi,,
808,0263,22,2045.0,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4770_2025_01_25_11_06_12_866838_RGB_640_480_3.png,263_4771_2025_01_25_11_06_12_963249_RGB_640_480_3.png,263_4772_2025_01_25_11_06_13_062172_RGB_640_480_3.png,background,boundary,,
809,0263,23,2132.0,263_4770_2025_01_25_11_06_12_866838_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,263_4771_2025_01_25_11_06_12_963249_RGB_640_480_3.png,263_4772_2025_01_25_11_06_13_062172_RGB_640_480_3.png,263_4773_2025_01_25_11_06_13_164335_RGB_640_480_3.png,background,boundary,,
810,0263,24,2228.0,263_4771_2025_01_25_11_06_12_963249_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,263_4770_2025_01_25_11_06_12_866838_RGB_640_480_3.png,263_4772_2025_01_25_11_06_13_062172_RGB_640_480_3.png,263_4773_2025_01_25_11_06_13_164335_RGB_640_480_3.png,263_4774_2025_01_25_11_06_13_256886_RGB_640_480_3.png,background,boundary,,
811,0263,36,3425.0,263_4783_2025_01_25_11_06_14_159673_RGB_640_480_3.png,263_4780_2025_01_25_11_06_13_856160_RGB_640_480_3.png,263_4781_2025_01_25_11_06_13_958745_RGB_640_480_3.png,263_4782_2025_01_25_11_06_14_061359_RGB_640_480_3.png,263_4784_2025_01_25_11_06_14_262060_RGB_640_480_3.png,263_4785_2025_01_25_11_06_14_361896_RGB_640_480_3.png,263_4786_2025_01_25_11_06_14_462743_RGB_640_480_3.png,background,boundary+high_pdi,,
812,0263,37,3527.0,263_4784_2025_01_25_11_06_14_262060_RGB_640_480_3.png,263_4781_2025_01_25_11_06_13_958745_RGB_640_480_3.png,263_4782_2025_01_25_11_06_14_061359_RGB_640_480_3.png,263_4783_2025_01_25_11_06_14_159673_RGB_640_480_3.png,263_4785_2025_01_25_11_06_14_361896_RGB_640_480_3.png,263_4786_2025_01_25_11_06_14_462743_RGB_640_480_3.png,263_4787_2025_01_25_11_06_14_565659_RGB_640_480_3.png,background,boundary,,
813,0263,38,3627.0,263_4785_2025_01_25_11_06_14_361896_RGB_640_480_3.png,263_4782_2025_01_25_11_06_14_061359_RGB_640_480_3.png,263_4783_2025_01_25_11_06_14_159673_RGB_640_480_3.png,263_4784_2025_01_25_11_06_14_262060_RGB_640_480_3.png,263_4786_2025_01_25_11_06_14_462743_RGB_640_480_3.png,263_4787_2025_01_25_11_06_14_565659_RGB_640_480_3.png,263_4788_2025_01_25_11_06_14_665740_RGB_640_480_3.png,background,boundary,,
814,0275,54,5593.0,0275_1020_2025_01_25_10_41_19_267965_RGB_640_480_3.png,0275_1017_2025_01_25_10_41_18_993876_RGB_640_480_3.png,0275_1018_2025_01_25_10_41_19_086159_RGB_640_480_3.png,0275_1019_2025_01_25_10_41_19_173407_RGB_640_480_3.png,0275_1022_2025_01_25_10_41_19_464048_RGB_640_480_3.png,0275_1023_2025_01_25_10_41_19_571201_RGB_640_480_3.png,0275_1024_2025_01_25_10_41_19_676096_RGB_640_480_3.png,background,boundary,,
815,0275,55,5787.0,0275_1022_2025_01_25_10_41_19_464048_RGB_640_480_3.png,0275_1018_2025_01_25_10_41_19_086159_RGB_640_480_3.png,0275_1019_2025_01_25_10_41_19_173407_RGB_640_480_3.png,0275_1020_2025_01_25_10_41_19_267965_RGB_640_480_3.png,0275_1023_2025_01_25_10_41_19_571201_RGB_640_480_3.png,0275_1024_2025_01_25_10_41_19_676096_RGB_640_480_3.png,0275_1025_2025_01_25_10_41_19_770620_RGB_640_480_3.png,background,boundary,,
816,0275,56,5897.0,0275_1023_2025_01_25_10_41_19_571201_RGB_640_480_3.png,0275_1019_2025_01_25_10_41_19_173407_RGB_640_480_3.png,0275_1020_2025_01_25_10_41_19_267965_RGB_640_480_3.png,0275_1022_2025_01_25_10_41_19_464048_RGB_640_480_3.png,0275_1024_2025_01_25_10_41_19_676096_RGB_640_480_3.png,0275_1025_2025_01_25_10_41_19_770620_RGB_640_480_3.png,0275_1026_2025_01_25_10_41_19_886487_RGB_640_480_3.png,background,boundary,,
817,0275,70,7321.0,0275_1037_2025_01_25_10_41_20_995762_RGB_640_480_3.png,0275_1034_2025_01_25_10_41_20_678884_RGB_640_480_3.png,0275_1035_2025_01_25_10_41_20_784389_RGB_640_480_3.png,0275_1036_2025_01_25_10_41_20_888794_RGB_640_480_3.png,0275_1038_2025_01_25_10_41_21_092740_RGB_640_480_3.png,0275_1039_2025_01_25_10_41_21_188456_RGB_640_480_3.png,0275_1040_2025_01_25_10_41_21_285744_RGB_640_480_3.png,background,boundary,,
818,0275,71,7418.0,0275_1038_2025_01_25_10_41_21_092740_RGB_640_480_3.png,0275_1035_2025_01_25_10_41_20_784389_RGB_640_480_3.png,0275_1036_2025_01_25_10_41_20_888794_RGB_640_480_3.png,0275_1037_2025_01_25_10_41_20_995762_RGB_640_480_3.png,0275_1039_2025_01_25_10_41_21_188456_RGB_640_480_3.png,0275_1040_2025_01_25_10_41_21_285744_RGB_640_480_3.png,0275_1041_2025_01_25_10_41_21_376312_RGB_640_480_3.png,background,boundary,,
819,0275,72,7514.0,0275_1039_2025_01_25_10_41_21_188456_RGB_640_480_3.png,0275_1036_2025_01_25_10_41_20_888794_RGB_640_480_3.png,0275_1037_2025_01_25_10_41_20_995762_RGB_640_480_3.png,0275_1038_2025_01_25_10_41_21_092740_RGB_640_480_3.png,0275_1040_2025_01_25_10_41_21_285744_RGB_640_480_3.png,0275_1041_2025_01_25_10_41_21_376312_RGB_640_480_3.png,0275_1043_2025_01_25_10_41_21_582068_RGB_640_480_3.png,background,boundary,,
820,0278,27,2700.0,0278_15333_2025_01_26_09_06_08_779774_RGB_640_480_3.png,0278_15330_2025_01_26_09_06_08_455391_RGB_640_480_3.png,0278_15331_2025_01_26_09_06_08_560757_RGB_640_480_3.png,0278_15332_2025_01_26_09_06_08_672843_RGB_640_480_3.png,0278_15334_2025_01_26_09_06_08_882448_RGB_640_480_3.png,0278_15335_2025_01_26_09_06_08_992628_RGB_640_480_3.png,0278_15336_2025_01_26_09_06_09_108098_RGB_640_480_3.png,background,boundary,,
821,0278,28,2802.0,0278_15334_2025_01_26_09_06_08_882448_RGB_640_480_3.png,0278_15331_2025_01_26_09_06_08_560757_RGB_640_480_3.png,0278_15332_2025_01_26_09_06_08_672843_RGB_640_480_3.png,0278_15333_2025_01_26_09_06_08_779774_RGB_640_480_3.png,0278_15335_2025_01_26_09_06_08_992628_RGB_640_480_3.png,0278_15336_2025_01_26_09_06_09_108098_RGB_640_480_3.png,0278_15337_2025_01_26_09_06_09_210553_RGB_640_480_3.png,background,boundary,,
822,0278,29,2913.0,0278_15335_2025_01_26_09_06_08_992628_RGB_640_480_3.png,0278_15332_2025_01_26_09_06_08_672843_RGB_640_480_3.png,0278_15333_2025_01_26_09_06_08_779774_RGB_640_480_3.png,0278_15334_2025_01_26_09_06_08_882448_RGB_640_480_3.png,0278_15336_2025_01_26_09_06_09_108098_RGB_640_480_3.png,0278_15337_2025_01_26_09_06_09_210553_RGB_640_480_3.png,0278_15338_2025_01_26_09_06_09_324148_RGB_640_480_3.png,background,boundary,,
823,0278,54,5566.0,0278_15360_2025_01_26_09_06_11_645732_RGB_640_480_3.png,0278_15357_2025_01_26_09_06_11_350288_RGB_640_480_3.png,0278_15358_2025_01_26_09_06_11_447990_RGB_640_480_3.png,0278_15359_2025_01_26_09_06_11_536527_RGB_640_480_3.png,0278_15361_2025_01_26_09_06_11_746956_RGB_640_480_3.png,0278_15362_2025_01_26_09_06_11_842188_RGB_640_480_3.png,0278_15363_2025_01_26_09_06_11_937726_RGB_640_480_3.png,background,boundary,,
824,0278,55,5663.0,0278_15361_2025_01_26_09_06_11_746956_RGB_640_480_3.png,0278_15358_2025_01_26_09_06_11_447990_RGB_640_480_3.png,0278_15359_2025_01_26_09_06_11_536527_RGB_640_480_3.png,0278_15360_2025_01_26_09_06_11_645732_RGB_640_480_3.png,0278_15362_2025_01_26_09_06_11_842188_RGB_640_480_3.png,0278_15363_2025_01_26_09_06_11_937726_RGB_640_480_3.png,0278_15364_2025_01_26_09_06_12_032107_RGB_640_480_3.png,background,boundary,,
825,0278,56,5762.0,0278_15362_2025_01_26_09_06_11_842188_RGB_640_480_3.png,0278_15359_2025_01_26_09_06_11_536527_RGB_640_480_3.png,0278_15360_2025_01_26_09_06_11_645732_RGB_640_480_3.png,0278_15361_2025_01_26_09_06_11_746956_RGB_640_480_3.png,0278_15363_2025_01_26_09_06_11_937726_RGB_640_480_3.png,0278_15364_2025_01_26_09_06_12_032107_RGB_640_480_3.png,0278_15365_2025_01_26_09_06_12_129898_RGB_640_480_3.png,background,boundary,,
826,02mf,7,666.0,2mf_14251_2025_01_25_17_43_30_625793_RGB_640_480_3.png,2mf_14248_2025_01_25_17_43_30_315308_RGB_640_480_3.png,2mf_14249_2025_01_25_17_43_30_419988_RGB_640_480_3.png,2mf_14250_2025_01_25_17_43_30_531733_RGB_640_480_3.png,2mf_14252_2025_01_25_17_43_30_728262_RGB_640_480_3.png,2mf_14253_2025_01_25_17_43_30_825566_RGB_640_480_3.png,2mf_14254_2025_01_25_17_43_30_928106_RGB_640_480_3.png,background,boundary,,
